RaceId,RaceName,CourseId,CourseName,Off,RaceType,Class,Pattern,RatingBand,AgeBand,SexRestriction,Distance,DistanceInFurlongs,DistanceInMeters,DistanceInYards,Going,Surface,HorseId,HorseName,JockeyId,JockeyName,TrainerId,TrainerName,Age,HeadGear,RaceCardNumber,StallNumber,Weight,WeightInPounds,FractionalOdds,DecimalOdds,OfficialRating,RacingPostRating,TopSpeedRating,ResultStatus,FinishingPosition,BeatenDistance,OverallBeatenDistance,RaceTime,RaceTimeInSeconds
846678,Armstrong Watson Handicap (Jockey Club Grassroots Sprint Series Qualifier),8,Carlisle,09/01/2023 14:00:00,Other,Class 5,,0-70,3yo+,None,6f,6,1206,1320,Good To Firm,Turf,3793528,Roshambo,100379,Ryan Sexton,12225,Julie Camacho,4,e/s,3,1,9-10,154,100/30F,4.333333333333334,69,71,43,CompletedRace,4,1,2.75,00:01:13.0600000,73.06
846678,Armstrong Watson Handicap (Jockey Club Grassroots Sprint Series Qualifier),8,Carlisle,09/01/2023 14:00:00,Other,Class 5,,0-70,3yo+,None,6f,6,1206,1320,Good To Firm,Turf,3154619,So Grateful,102777,Lewis Chalkley,38543,Michael & David Easterby,5,,4,3,9-5,149,14/1,15,68,70,41,CompletedRace,5,0.2,3,00:01:13.1100000,73.11
846678,Armstrong Watson Handicap (Jockey Club Grassroots Sprint Series Qualifier),8,Carlisle,09/01/2023 14:00:00,Other,Class 5,,0-70,3yo+,None,6f,6,1206,1320,Good To Firm,Turf,3997631,Giselles Izzy,81166,Andrew Mullen,21516,Iain Jardine,4,,10,4,9-5,149,4/1,5,61,61,32,CompletedRace,6,0.5,3.5,00:01:13.2100000,73.21
846678,Armstrong Watson Handicap (Jockey Club Grassroots Sprint Series Qualifier),8,Carlisle,09/01/2023 14:00:00,Other,Class 5,,0-70,3yo+,None,6f,6,1206,1320,Good To Firm,Turf,3437845,Flash The Dash,14332,David Nolan,12225,Julie Camacho,4,p,7,8,9-7,151,17/2,9.5,63,55,25,CompletedRace,7,2.25,5.75,00:01:13.6600000,73.66
846678,Armstrong Watson Handicap (Jockey Club Grassroots Sprint Series Qualifier),8,Carlisle,09/01/2023 14:00:00,Other,Class 5,,0-70,3yo+,None,6f,6,1206,1320,Good To Firm,Turf,3161516,Thaki,92884,Phil Dennis,19056,Katie Scott,6,t,1,2,10-0,160,12/1,13,70,62,31,CompletedRace,8,0.1,5.75,00:01:13.6600000,73.66
846678,Armstrong Watson Handicap (Jockey Club Grassroots Sprint Series Qualifier),8,Carlisle,09/01/2023 14:00:00,Other,Class 5,,0-70,3yo+,None,6f,6,1206,1320,Good To Firm,Turf,4395018,Spirit In My Soul,96669,Zak Wheatley,3297,Declan Carroll,3,b,8,9,9-2,146,11/1,12,65,47,14,CompletedRace,9,3,8.75,00:01:14.2600000,74.26
846678,Armstrong Watson Handicap (Jockey Club Grassroots Sprint Series Qualifier),8,Carlisle,09/01/2023 14:00:00,Other,Class 5,,0-70,3yo+,None,6f,6,1206,1320,Good To Firm,Turf,4273971,Brother Sebastian,78223,David Allan,10152,Tim Easterby,3,,9,5,9-5,149,25/1,26,63,39,5,CompletedRace,10,1.75,10.5,00:01:14.6100000,74.61
846678,Armstrong Watson Handicap (Jockey Club Grassroots Sprint Series Qualifier),8,Carlisle,09/01/2023 14:00:00,Other,Class 5,,0-70,3yo+,None,6f,6,1206,1320,Good To Firm,Turf,3735127,Resilience,87290,Sam James,39011,Craig Lidster,4,,2,6,9-13,157,10/1,11,69,40,6,CompletedRace,11,1.25,11.75,00:01:14.8600000,74.86
846678,Armstrong Watson Handicap (Jockey Club Grassroots Sprint Series Qualifier),8,Carlisle,09/01/2023 14:00:00,Other,Class 5,,0-70,3yo+,None,6f,6,1206,1320,Good To Firm,Turf,4303342,Saleet,92735,Jack Garritty,10152,Tim Easterby,3,p,12,11,9-3,147,33/1,34,61,29,,CompletedRace,12,1,12.75,00:01:15.0600000,75.06
846681,Carrs Group PLC Nursery Handicap (A Jockey Club Grassroots Nursery Series Qualifier),8,Carlisle,09/01/2023 14:30:00,Other,Class 5,,0-75,2yo,None,5f,5,1005,1100,Good To Firm,Turf,4924781,Bellarchi,87290,Sam James,15158,Grant Tuer,2,,4,1,9-5,149,11/5,3.2,71,76,65,CompletedRace,1,0,0,00:01:01.4400000,61.44
846681,Carrs Group PLC Nursery Handicap (A Jockey Club Grassroots Nursery Series Qualifier),8,Carlisle,09/01/2023 14:30:00,Other,Class 5,,0-75,2yo,None,5f,5,1005,1100,Good To Firm,Turf,5079238,Mini Magna,100379,Ryan Sexton,9036,Ed Dunlop,2,,1,5,10-0,160,15/8F,2.875,83,87,76,CompletedRace,2,0.2,0.2,00:01:01.4800000,61.48
846681,Carrs Group PLC Nursery Handicap (A Jockey Club Grassroots Nursery Series Qualifier),8,Carlisle,09/01/2023 14:30:00,Other,Class 5,,0-75,2yo,None,5f,5,1005,1100,Good To Firm,Turf,5132223,I'm Spartacus,10590,Graham Lee,373,Bryan Smart,2,,2,2,9-6,150,10/1,11,72,64,52,CompletedRace,3,3.25,3.5,00:01:02.1400000,62.14
846681,Carrs Group PLC Nursery Handicap (A Jockey Club Grassroots Nursery Series Qualifier),8,Carlisle,09/01/2023 14:30:00,Other,Class 5,,0-75,2yo,None,5f,5,1005,1100,Good To Firm,Turf,5009849,Scoops Ahoy,14332,David Nolan,22839,David O'Meara,2,t,3,6,9-6,150,5/1,6,72,57,44,CompletedRace,4,2,5.5,00:01:02.5400000,62.54
846681,Carrs Group PLC Nursery Handicap (A Jockey Club Grassroots Nursery Series Qualifier),8,Carlisle,09/01/2023 14:30:00,Other,Class 5,,0-75,2yo,None,5f,5,1005,1100,Good To Firm,Turf,5017674,Socialise,81166,Andrew Mullen,865,Nigel Tinkler,2,,5,4,8-12,140,14/1,15,64,37,22,CompletedRace,5,3.5,9,00:01:03.2400000,63.24
846681,Carrs Group PLC Nursery Handicap (A Jockey Club Grassroots Nursery Series Qualifier),8,Carlisle,09/01/2023 14:30:00,Other,Class 5,,0-75,2yo,None,5f,5,1005,1100,Good To Firm,Turf,5007774,Chat Up Line,78223,David Allan,10152,Tim Easterby,2,h,6,3,8-12,140,13/2,7.5,64,15,,CompletedRace,6,6,15,00:01:04.4400000,64.44
846679,Cubby Construction Handicap,8,Carlisle,09/01/2023 15:00:00,Other,Class 5,,0-75,3yo+,None,5f,5,1005,1100,Good To Firm,Turf,2050471,Jordan Electrics,79371,Paul Mulrennan,7795,Jim Goldie,7,,9,7,9-8,152,9/1,10,71,81,73,CompletedRace,1,0,0,00:01:00.7000000,60.7
846679,Cubby Construction Handicap,8,Carlisle,09/01/2023 15:00:00,Other,Class 5,,0-75,3yo+,None,5f,5,1005,1100,Good To Firm,Turf,3526566,The Dunkirk Lads,82122,Duran Fentiman,10152,Tim Easterby,4,,10,6,9-5,149,16/1,17,68,77,69,CompletedRace,2,0.3,0.3,00:01:00.7600000,60.76
846679,Cubby Construction Handicap,8,Carlisle,09/01/2023 15:00:00,Other,Class 5,,0-75,3yo+,None,5f,5,1005,1100,Good To Firm,Turf,4265151,Mersea,87290,Sam James,15158,Grant Tuer,3,,1,11,10-1,161,13/2,7.5,79,85,77,CompletedRace,3,0.75,1,00:01:00.9000000,60.9
846679,Cubby Construction Handicap,8,Carlisle,09/01/2023 15:00:00,Other,Class 5,,0-75,3yo+,None,5f,5,1005,1100,Good To Firm,Turf,3188341,Thornaby Pearl,78398,Barry McHugh,33638,Adrian Nicholls,5,p,8,5,9-8,152,7/1,8,71,75,66,CompletedRace,4,0.75,1.75,00:01:01.0500000,61.05
846679,Cubby Construction Handicap,8,Carlisle,09/01/2023 15:00:00,Other,Class 5,,0-75,3yo+,None,5f,5,1005,1100,Good To Firm,Turf,2687080,Refuge,102777,Lewis Chalkley,38543,Michael & David Easterby,6,t,7,9,9-2,146,40/1,41,72,74,66,CompletedRace,5,0.3,2,00:01:01.1000000,61.1
846679,Cubby Construction Handicap,8,Carlisle,09/01/2023 15:00:00,Other,Class 5,,0-75,3yo+,None,5f,5,1005,1100,Good To Firm,Turf,3593781,Papa Don't Preach,93480,Clifford Lee,28570,Kevin Frost,4,,3,3,9-12,156,12/1,13,75,74,65,CompletedRace,6,1,3,00:01:01.3000000,61.3
846679,Cubby Construction Handicap,8,Carlisle,09/01/2023 15:00:00,Other,Class 5,,0-75,3yo+,None,5f,5,1005,1100,Good To Firm,Turf,3880932,Lord Abama,94225,Callum Rodriguez,5079,Michael Dods,4,p,11,10,9-4,148,12/1,13,67,66,56,CompletedRace,7,0.05,3.25,00:01:01.3500000,61.35
846679,Cubby Construction Handicap,8,Carlisle,09/01/2023 15:00:00,Other,Class 5,,0-75,3yo+,None,5f,5,1005,1100,Good To Firm,Turf,3092664,Sound Reason,90103,Shane Gray,22525,Kevin Ryan,5,b,2,2,9-13,157,9/2F,5.5,76,70,60,CompletedRace,8,1.25,4.5,00:01:01.6000000,61.6
846679,Cubby Construction Handicap,8,Carlisle,09/01/2023 15:00:00,Other,Class 5,,0-75,3yo+,None,5f,5,1005,1100,Good To Firm,Turf,2588589,Show Me Show Me,93884,Oisin Orr,8010,Richard Fahey,6,v,4,1,9-11,155,6/1,7,74,63,52,CompletedRace,9,1.5,6,00:01:01.9000000,61.9
846679,Cubby Construction Handicap,8,Carlisle,09/01/2023 15:00:00,Other,Class 5,,0-75,3yo+,None,5f,5,1005,1100,Good To Firm,Turf,4369869,Borough,100377,Mark Winn,21516,Iain Jardine,3,,6,8,9-6,150,9/1,10,73,54,42,CompletedRace,10,2.25,8.25,00:01:02.3500000,62.35
846679,Cubby Construction Handicap,8,Carlisle,09/01/2023 15:00:00,Other,Class 5,,0-75,3yo+,None,5f,5,1005,1100,Good To Firm,Turf,3177303,Ramon Di Loria,100379,Ryan Sexton,38714,Ewan Whillans,5,,5,4,9-7,151,5/1,6,73,51,39,CompletedRace,11,0.75,9,00:01:02.5000000,62.5
846675,David Allen IT Solutions EBF Novice Stakes (Horses Which Have Run No More Than Three Times) (GBB),8,Carlisle,09/01/2023 15:30:00,Other,Class 4,,,2yo,None,1m,8,1608,1760,Good To Firm,Turf,5118321,Touch The Moon,76872,P J McDonald,39326,James Horton,2,,6,3,9-4,148,6/5,2.2,,84,30,CompletedRace,1,0,0,00:01:42.5200000,102.52
846675,David Allen IT Solutions EBF Novice Stakes (Horses Which Have Run No More Than Three Times) (GBB),8,Carlisle,09/01/2023 15:30:00,Other,Class 4,,,2yo,None,1m,8,1608,1760,Good To Firm,Turf,5141714,Magsood,84416,Jack Mitchell,24890,Roger Varian,2,h1,1,1,9-11,155,10/11F,1.9090909090909092,88,86,31,CompletedRace,2,2,2,00:01:42.9200000,102.92
846675,David Allen IT Solutions EBF Novice Stakes (Horses Which Have Run No More Than Three Times) (GBB),8,Carlisle,09/01/2023 15:30:00,Other,Class 4,,,2yo,None,1m,8,1608,1760,Good To Firm,Turf,5214272,Washeek,93480,Clifford Lee,5019,K R Burke,2,,7,8,9-4,148,11/1,12,,78,22,CompletedRace,3,0.5,2.5,00:01:43.0200000,103.02
846675,David Allen IT Solutions EBF Novice Stakes (Horses Which Have Run No More Than Three Times) (GBB),8,Carlisle,09/01/2023 15:30:00,Other,Class 4,,,2yo,None,1m,8,1608,1760,Good To Firm,Turf,5266405,Curran,2572,Joe Fanning,40131,Charlie Johnston,2,,3,7,9-4,148,16/1,17,,68,10,CompletedRace,4,4,6.5,00:01:43.8200000,103.82
846675,David Allen IT Solutions EBF Novice Stakes (Horses Which Have Run No More Than Three Times) (GBB),8,Carlisle,09/01/2023 15:30:00,Other,Class 4,,,2yo,None,1m,8,1608,1760,Good To Firm,Turf,5248378,Finn Ironside,87290,Sam James,39011,Craig Lidster,2,,5,2,9-4,148,66/1,67,,63,5,CompletedRace,5,1.75,8.25,00:01:44.1700000,104.17
846675,David Allen IT Solutions EBF Novice Stakes (Horses Which Have Run No More Than Three Times) (GBB),8,Carlisle,09/01/2023 15:30:00,Other,Class 4,,,2yo,None,1m,8,1608,1760,Good To Firm,Turf,5207754,Curious Mrs Fox,86690,Amie Waugh,18074,John Davies,2,,8,5,8-8,136,200/1,201,,55,,CompletedRace,6,1.25,9.5,00:01:44.4200000,104.42
846675,David Allen IT Solutions EBF Novice Stakes (Horses Which Have Run No More Than Three Times) (GBB),8,Carlisle,09/01/2023 15:30:00,Other,Class 4,,,2yo,None,1m,8,1608,1760,Good To Firm,Turf,5048105,Dandycan,10590,Graham Lee,10806,Susan Corbett,2,,4,6,9-4,148,80/1,81,,25,,CompletedRace,7,14,23.5,00:01:47.2200000,107.22
846675,David Allen IT Solutions EBF Novice Stakes (Horses Which Have Run No More Than Three Times) (GBB),8,Carlisle,09/01/2023 15:30:00,Other,Class 4,,,2yo,None,1m,8,1608,1760,Good To Firm,Turf,5279946,Brompton Cross,92735,Jack Garritty,14335,Jedd O'Keeffe,2,,2,4,9-4,148,33/1,34,,,,CompletedRace,8,32,55.5,00:01:53.6200000,113.62
846677,Knights Handicap,8,Carlisle,09/01/2023 16:00:00,Other,Class 5,,0-70,3yo+,None,1m,8,1608,1760,Good To Firm,Turf,3526606,Showmedemoney,81166,Andrew Mullen,21516,Iain Jardine,4,tp,2,7,10-0,160,12/1,13,69,77,47,CompletedRace,1,0,0,00:01:40.7600000,100.76
846677,Knights Handicap,8,Carlisle,09/01/2023 16:00:00,Other,Class 5,,0-70,3yo+,None,1m,8,1608,1760,Good To Firm,Turf,3385818,Lockdown Lass,84416,Jack Mitchell,6109,Gary Hanmer,5,,7,5,9-2,146,2/1F,3,57,63,33,CompletedRace,2,0.75,0.75,00:01:40.9100000,100.91
846677,Knights Handicap,8,Carlisle,09/01/2023 16:00:00,Other,Class 5,,0-70,3yo+,None,1m,8,1608,1760,Good To Firm,Turf,3550765,Alpine Sierra,79371,Paul Mulrennan,7795,Jim Goldie,5,,3,3,9-13,157,100/30,4.333333333333334,68,73,43,CompletedRace,3,0.3,1,00:01:40.9600000,100.96
846677,Knights Handicap,8,Carlisle,09/01/2023 16:00:00,Other,Class 5,,0-70,3yo+,None,1m,8,1608,1760,Good To Firm,Turf,2664969,Temper Trap,78223,David Allan,10152,Tim Easterby,6,,4,6,9-13,157,4/1,5,68,72,41,CompletedRace,4,0.5,1.5,00:01:41.0600000,101.06
846677,Knights Handicap,8,Carlisle,09/01/2023 16:00:00,Other,Class 5,,0-70,3yo+,None,1m,8,1608,1760,Good To Firm,Turf,4363053,Violeta,10590,Graham Lee,22367,Ben Haslam,3,,6,2,9-5,149,9/1,10,65,57,22,CompletedRace,5,4.5,6,00:01:41.9600000,101.96
846677,Knights Handicap,8,Carlisle,09/01/2023 16:00:00,Other,Class 5,,0-70,3yo+,None,1m,8,1608,1760,Good To Firm,Turf,4379545,Tremendous Times,94225,Callum Rodriguez,5079,Michael Dods,3,p1,5,4,9-9,153,5/1,6,69,48,9,CompletedRace,6,5.5,11.5,00:01:43.0600000,103.06
846677,Knights Handicap,8,Carlisle,09/01/2023 16:00:00,Other,Class 5,,0-70,3yo+,None,1m,8,1608,1760,Good To Firm,Turf,3095969,Gordonstoun,92735,Jack Garritty,35710,Liam Bailey,5,p,1,1,10-0,160,33/1,34,69,,,CompletedRace,7,30,41.5,00:01:49.0600000,109.06
846676,NXT Recruitment Handicap (Jockey Club Grassroots Middle Distance Series Qualifier),8,Carlisle,09/01/2023 16:30:00,Other,Class 5,,0-75,3yo+,None,1m3f,11,2211,2420,Good To Firm,Turf,3741036,Arrange,14332,David Nolan,9693,Martin Todhunter,5,,2,9,10-4,164,10/1,11,77,86,68,CompletedRace,1,0,0,00:02:25.5600000,145.56
846676,NXT Recruitment Handicap (Jockey Club Grassroots Middle Distance Series Qualifier),8,Carlisle,09/01/2023 16:30:00,Other,Class 5,,0-75,3yo+,None,1m3f,11,2211,2420,Good To Firm,Turf,2839680,Detective,79371,Paul Mulrennan,10678,Dianne Sayer,7,,1,7,10-4,164,6/1,7,77,85,66,CompletedRace,2,0.75,0.75,00:02:25.7100000,145.71
846676,NXT Recruitment Handicap (Jockey Club Grassroots Middle Distance Series Qualifier),8,Carlisle,09/01/2023 16:30:00,Other,Class 5,,0-75,3yo+,None,1m3f,11,2211,2420,Good To Firm,Turf,2781492,Strawman,90103,Shane Gray,39381,Gemma Tutty,6,,3,6,10-4,164,11/1,12,77,84,65,CompletedRace,3,0.3,1,00:02:25.7600000,145.76
846676,NXT Recruitment Handicap (Jockey Club Grassroots Middle Distance Series Qualifier),8,Carlisle,09/01/2023 16:30:00,Other,Class 5,,0-75,3yo+,None,1m3f,11,2211,2420,Good To Firm,Turf,3098706,Spanish Hustle,100377,Mark Winn,7795,Jim Goldie,5,,8,8,9-3,147,17/2,9.5,65,71,51,CompletedRace,4,1,2,00:02:25.9600000,145.96
846676,NXT Recruitment Handicap (Jockey Club Grassroots Middle Distance Series Qualifier),8,Carlisle,09/01/2023 16:30:00,Other,Class 5,,0-75,3yo+,None,1m3f,11,2211,2420,Good To Firm,Turf,3835601,Bringbackmemories,81166,Andrew Mullen,21516,Iain Jardine,4,t,4,10,10-1,161,4/1F,5,74,79,59,CompletedRace,5,0.5,2.5,00:02:26.0600000,146.06
846676,NXT Recruitment Handicap (Jockey Club Grassroots Middle Distance Series Qualifier),8,Carlisle,09/01/2023 16:30:00,Other,Class 5,,0-75,3yo+,None,1m3f,11,2211,2420,Good To Firm,Turf,4350746,Strictly Dreaming,79115,Paddy Mathers,12465,Ian Williams,3,,11,4,8-11,139,12/1,13,63,66,45,CompletedRace,6,0.75,3.25,00:02:26.2100000,146.21
846676,NXT Recruitment Handicap (Jockey Club Grassroots Middle Distance Series Qualifier),8,Carlisle,09/01/2023 16:30:00,Other,Class 5,,0-75,3yo+,None,1m3f,11,2211,2420,Good To Firm,Turf,4455661,Orchestra,93480,Clifford Lee,9036,Ed Dunlop,3,p,7,11,9-9,153,13/2,7.5,75,78,56,CompletedRace,7,0.3,3.5,00:02:26.2600000,146.26
846676,NXT Recruitment Handicap (Jockey Club Grassroots Middle Distance Series Qualifier),8,Carlisle,09/01/2023 16:30:00,Other,Class 5,,0-75,3yo+,None,1m3f,11,2211,2420,Good To Firm,Turf,3726904,Gibside,78223,David Allan,10152,Tim Easterby,4,,5,3,10-1,161,15/2,8.5,74,65,43,CompletedRace,8,6.5,10,00:02:27.5600000,147.56
846676,NXT Recruitment Handicap (Jockey Club Grassroots Middle Distance Series Qualifier),8,Carlisle,09/01/2023 16:30:00,Other,Class 5,,0-75,3yo+,None,1m3f,11,2211,2420,Good To Firm,Turf,4607025,Kingsley Pride,2572,Joe Fanning,40131,Charlie Johnston,3,,9,1,9-6,150,15/2,8.5,72,48,23,CompletedRace,9,8.5,18.5,00:02:29.2600000,149.26
846676,NXT Recruitment Handicap (Jockey Club Grassroots Middle Distance Series Qualifier),8,Carlisle,09/01/2023 16:30:00,Other,Class 5,,0-75,3yo+,None,1m3f,11,2211,2420,Good To Firm,Turf,3526615,Glittering Choice,84416,Jack Mitchell,25009,Hugo Palmer,4,tv,10,2,9-2,146,9/1,10,61,25,,CompletedRace,10,6.5,25,00:02:30.5600000,150.56
846676,NXT Recruitment Handicap (Jockey Club Grassroots Middle Distance Series Qualifier),8,Carlisle,09/01/2023 16:30:00,Other,Class 5,,0-75,3yo+,None,1m3f,11,2211,2420,Good To Firm,Turf,4601470,Come Together,92735,Jack Garritty,14335,Jedd O'Keeffe,3,,6,5,9-10,154,33/1,34,76,,,CompletedRace,11,38,63,00:02:38.1600000,158.16
848428,Dale Farm Dromona 3-Y-O Hurdle,180,Down Royal (IRE),09/01/2023 16:25:00,Hurdle,,,,3yo,None,2m1f,17,3418,3740,Good To Yielding,Turf,5244615,Annie Agnew,93137,Simon Torrens,38700,Gerald Stephen Quinn,3,,4,,10-1,161,2/1,3,,98,36,CompletedRace,1,0,0,00:04:13.8000000,253.8
848428,Dale Farm Dromona 3-Y-O Hurdle,180,Down Royal (IRE),09/01/2023 16:25:00,Hurdle,,,,3yo,None,2m1f,17,3418,3740,Good To Yielding,Turf,4628811,Spinning Web,87524,Danny Mullins,15775,Ms Margaret Mullins,3,,2,,11-0,176,5/1,6,,110,48,CompletedRace,2,0.5,0.5,00:04:13.9111111,253.9111111
848428,Dale Farm Dromona 3-Y-O Hurdle,180,Down Royal (IRE),09/01/2023 16:25:00,Hurdle,,,,3yo,None,2m1f,17,3418,3740,Good To Yielding,Turf,4979945,Doctor Nightingale,97911,Gavin Brouder,18145,Gordon Elliott,3,,7,,9-10,154,15/8F,2.875,,96,35,CompletedRace,3,0.3,0.75,00:04:13.9666666,253.9666666
848428,Dale Farm Dromona 3-Y-O Hurdle,180,Down Royal (IRE),09/01/2023 16:25:00,Hurdle,,,,3yo,None,2m1f,17,3418,3740,Good To Yielding,Turf,4650592,Emotivo,96391,Darragh O'Keeffe,1249,Henry De Bromhead,3,,8,,10-1,161,6/1,7,,89,27,CompletedRace,4,7,7.75,00:04:15.5222222,255.5222222
848428,Dale Farm Dromona 3-Y-O Hurdle,180,Down Royal (IRE),09/01/2023 16:25:00,Hurdle,,,,3yo,None,2m1f,17,3418,3740,Good To Yielding,Turf,5268384,Millennium Rose,101180,Jake Coen,18145,Gordon Elliott,3,,9,,9-10,154,8/1,9,,84,21,CompletedRace,5,5,12.75,00:04:16.6333333,256.6333333
848428,Dale Farm Dromona 3-Y-O Hurdle,180,Down Royal (IRE),09/01/2023 16:25:00,Hurdle,,,,3yo,None,2m1f,17,3418,3740,Good To Yielding,Turf,4483147,Bedelia,99187,Tom Kelly,18845,John Joseph Hanlon,3,t,5,,9-8,152,100/1,101,,80,16,CompletedRace,6,4,16.75,00:04:17.5222222,257.5222222
848428,Dale Farm Dromona 3-Y-O Hurdle,180,Down Royal (IRE),09/01/2023 16:25:00,Hurdle,,,,3yo,None,2m1f,17,3418,3740,Good To Yielding,Turf,5244617,Justwatchmedance,100367,Benjamin P Kennedy,22421,S Curling,3,h1,3,,10-1,161,80/1,81,,79,13,CompletedRace,7,8.5,25.25,00:04:19.4111111,259.4111111
848428,Dale Farm Dromona 3-Y-O Hurdle,180,Down Royal (IRE),09/01/2023 16:25:00,Hurdle,,,,3yo,None,2m1f,17,3418,3740,Good To Yielding,Turf,5009815,Burvea,92157,Philip Donovan,13870,D Broad,3,,6,,9-10,154,33/1,34,,,,UnseatedRider,0,0,0,00:04:13.8000000,253.8
848429,Hovis (Prev. Premier Bakeries Ireland) Mares Maiden Hurdle,180,Down Royal (IRE),09/01/2023 17:00:00,Hurdle,,,,4yo+,None,2m1f,17,3418,3740,Good To Yielding,Turf,4259485,Air Drop,94503,Jack Kennedy,18145,Gordon Elliott,5,,7,,10-13,173,4/1,5,,113,96,CompletedRace,1,0,0,00:04:05.4000000,245.4
